BHK,Type,Purpose,Location,Latitude,Longitude,City,furnishing,Bathroom,tenant_preferred,carpet_area,floor,direction,overlooking,society,amount
2,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,2,Bachelors,100 sqft,Ground out of 5,2,1,,"18,000"
3,Apartment,Rent,Begur Road Bangalore                 ,12.8767919,77.6258806,bangalore,Furnished,3,Bachelors,1660 sqft,12 out of 18,North - East,Garden/Park,DLF Westend Heights,"55,000"
3,Apartment,Rent,Old Madras Road Bangalore                ,13.0243853,77.7170333,bangalore,Semi-Furnished,3,Bachelors/Family,1530 sqft,6 out of 17,3,2,Sattva East Crest,"42,000"
2,Apartment,Rent,Hesaraghatta Bangalore                  ,13.1042269,77.47303606,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,7 out of 7,2,,Aspen Gardens,"21,500"
3,Apartment,Rent,Battarahalli Bangalore                  ,Error,Error,bangalore,Furnished,3,Bachelors,1857 sqft,35 out of 38,East,Pool,Pashmina Waterfront,"70,000"
2,Apartment,Rent,Bagalur Main Road Bangalore                ,13.0012014,77.61823094,bangalore,Semi-Furnished,2,Bachelors/Family,999 sqft,11 out of 21,2,,Prestige Finsbury Park,"35,000"
3,Apartment,Rent,Vijayanagar Bangalore                  ,12.9709537,77.5373851,bangalore,Semi-Furnished,3,Bachelors,1038 sqft,8 out of 14,West,"Garden/Park, Pool, Main Road",Sattva Anugraha,"50,000"
1,Builder,Rent,in Nyanapanahalli Bangalore                 ,12.844628,77.663227,bangalore,Semi-Furnished,1,Bachelors/Family,450 sqft,2 out of 4,1,1,,"16,000"
3,Apartment,Rent,"Gattigere, Rajarajeshwari Nagar Bangalore                ",12.9202077,77.5255006,bangalore,Furnished,2,Bachelors,1200 sqft,1 out of 4,East,Main Road,,"30,000"
2,Apartment,Rent,Phase 1 Electronics City Bangalore               ,12.8447999,77.66323896,bangalore,Semi-Furnished,2,Bachelors/Family,800 sqft,1 out of 4,2,,,"26,000"
2,Apartment,Rent,Haralur Bangalore                  ,12.9044856,77.6654434,bangalore,Semi-Furnished,2,Bachelors/Family,1041 sqft,5 out of 6,2,1,Ahad Silver Crown,"32,000"
2,Apartment,Rent,Kannuru Bangalore                  ,13.0967426,77.65350032,bangalore,Semi-Furnished,2,Bachelors,1078 sqft,6 out of 12,West,"Garden/Park, Pool",Kolte Patil Raaga Phase II,"30,000"
3,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,4,Bachelors,3100 sqft,7 out of 18,East,Garden/Park,Miraya Rose by UKN,150000
1,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Furnished,1,Bachelors/Family,350 sqft,8 out of 11,East,Garden/Park,,"30,000"
1,Apartment,Rent,Koramangala Bangalore                  ,12.9340114,77.6222304,bangalore,Furnished,1,Bachelors,660 sqft,5 out of 16,North,"Pool, Garden/Park, Main Road",Mantri Classic,"14,000"
1,Apartment,Rent,Doddakannelli Bangalore                  ,12.9291756,77.6848781,bangalore,Semi-Furnished,1,Bachelors/Family,425 sqft,3 out of 5,North,Main Road,,"12,000"
Studio,for,Rent,"layout, Kalena Agrahara, opp JS Badminton academy Bangalore            ",12.87728,77.603542,bangalore,Semi-Furnished,1,Bachelors/Family,400 sqft,5 out of 5,1,,,"16,000"
2,Apartment,Rent,"Hosa Road, off Hosur Road Bangalore              ",12.9275,77.616283,bangalore,Semi-Furnished,2,Bachelors,775 sqft,10 out of 19,North,"Pool, Garden/Park",Ahad Serenity,"45,000"
2,Apartment,Rent,Vidyaranyapura Bangalore                  ,13.0766407,77.5577315,bangalore,Semi-Furnished,2,Bachelors/Family,920 sqft,3 out of 5,North,2,,"24,000"
3,Apartment,Rent,Near alpine eco Apartment Bangalore               ,12.973591,77.700925,bangalore,Semi-Furnished,2,Bachelors/Family,1400 sqft,1 out of 5,2,3,,"37,000"
2,Apartment,Rent,Attibele Bangalore                  ,12.77512485,77.77092155,bangalore,Semi-Furnished,2,Bachelors/Family,498 sqft,13 out of 13,North,"Pool, Garden/Park, Main Road",Shriram 107 Southeast,"20,000"
2,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,2,Bachelors,100 sqft,Ground out of 5,2,1,,"18,000"
3,Apartment,Rent,Begur Road Bangalore                 ,12.8767919,77.6258806,bangalore,Furnished,3,Bachelors,1660 sqft,12 out of 18,North - East,Garden/Park,DLF Westend Heights,"55,000"
3,Apartment,Rent,Old Madras Road Bangalore                ,13.0243853,77.7170333,bangalore,Semi-Furnished,3,Bachelors/Family,1530 sqft,6 out of 17,3,2,Sattva East Crest,"42,000"
3,Apartment,Rent,Battarahalli Bangalore                  ,Error,Error,bangalore,Furnished,3,Bachelors,1857 sqft,35 out of 38,East,Pool,Pashmina Waterfront,"70,000"
2,Apartment,Rent,Bagalur Main Road Bangalore                ,13.0012014,77.61823094,bangalore,Semi-Furnished,2,Bachelors/Family,999 sqft,11 out of 21,2,,Prestige Finsbury Park,"35,000"
3,Apartment,Rent,Vijayanagar Bangalore                  ,12.9709537,77.5373851,bangalore,Semi-Furnished,3,Bachelors,1038 sqft,8 out of 14,West,"Garden/Park, Pool, Main Road",Sattva Anugraha,"50,000"
1,Builder,Rent,in Nyanapanahalli Bangalore                 ,12.844628,77.663227,bangalore,Semi-Furnished,1,Bachelors/Family,450 sqft,2 out of 4,1,1,,"16,000"
2,Apartment,Rent,Tumkur Road Bangalore                 ,13.015547,77.5544046,bangalore,Bachelors/Family,Immediately,1079 sqft,,,,,DS Max Sandalwood,"22,000"
2,Apartment,Rent,Krishnarajapura Bangalore                  ,12.9999024,77.6776703,bangalore,Semi-Furnished,2,Bachelors,1072 sqft,Ground out of 5,East,Main Road,,"25,000"
3,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,2,Bachelors/Family,1342 sqft,3 out of 5,East,2,BM Lavendor,"32,000"
1,Apartment,Rent,"Hoodi, Hoodi Bangalore                 ",12.9959233,77.7192796,bangalore,Furnished,1,Bachelors/Family,600 sqft,9 out of 9,South,1,Gen Y at Whitefield,"37,000"
2,Apartment,Rent,Manjunath Nagar Bangalore                 ,12.9939514,77.5480532,bangalore,Furnished,2,Bachelors,810 sqft,Ground out of 4,East,"Garden/Park, Main Road",Ishtika Agastya,"22,500"
3,Apartment,Rent,Battarahalli Bangalore                  ,Error,Error,bangalore,Furnished,3,Bachelors,1857 sqft,22 out of 38,East,Pool,Pashmina Waterfront,"70,000"
3,Apartment,Rent,Kadugodi Bangalore                  ,12.9957428,77.7579489,bangalore,Semi-Furnished,3,Bachelors/Family,1639 sqft,1 out of 12,South - East,3,Nitesh Flushing Meadows,"40,000"
2,Builder,Rent,in Phase 5 JP Nagar Bangalore              ,12.918551,77.585631,bangalore,Semi-Furnished,2,Bachelors,850 sqft,1 out of 3,North,2,,"27,000"
2,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,2,Bachelors/Family,1050 sqft,2 out of 4,West,2,Apurva Ethreal,"28,000"
1,Apartment,Rent,20 Bangalore                  ,12.9634742,77.7365181,bangalore,Semi-Furnished,1,Bachelors,450 sqft,Ground out of 2,East,1,,"14,000"
3,Apartment,Rent,HAL Old Airport Road Bangalore               ,12.9668044,77.6206278,bangalore,Furnished,3,Bachelors/Family,1530 sqft,Ground out of 4,3,,Vista Lagos,"65,000"
2,Builder,Rent,in Nagarabhavi Main Road Bangalore               ,12.9528101,77.5163913,bangalore,Semi-Furnished,2,Bachelors/Family,650 sqft,1 out of 4,2,,,"16,000"
3,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,2,Bachelors,1342 sqft,3 out of 5,East,2,,"32,000"
2,Apartment,Rent,"Hoodi, Hoodi Bangalore                 ",12.9959233,77.7192796,bangalore,Semi-Furnished,2,Bachelors,950 sqft,4 out of 9,"Pool, Garden/Park, Main Road",2,Gen Y at Whitefield,"50,000"
2,Apartment,Rent,Gautami Apartment Bangalore                 ,12.860401,77.604953,bangalore,Semi-Furnished,2,Bachelors/Family,850 sqft,1 out of 4,2,1,,"17,000"
3,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,3,Bachelors/Family,1604 sqft,9 out of 9,3,,Amrutha Platinum Towers,"60,000"
2,Apartment,Rent,Near Aries Sports Arena Bangalore               ,Error,Error,bangalore,Semi-Furnished,2,Family,700 sqft,Ground out of 3,East,Main Road,,"18,000"
2,Apartment,Rent,Sarjapura Attibele Road Bangalore                ,12.854338,77.783755,bangalore,Semi-Furnished,2,Bachelors,930 sqft,2 out of 7,East,2,Shriram Smrithi,"25,000"
2,Apartment,Rent,Seegehalli Bangalore                  ,12.8142738,77.45823539,bangalore,Furnished,2,Bachelors/Family,1405 sqft,2 out of 14,North - East,Garden/Park,MRKR Mera Homes,"40,000"
3,Apartment,Rent,Kannamangala Bangalore                  ,13.0244751,77.76742433,bangalore,Semi-Furnished,3,Family,1590 sqft,3 out of 4,West,3,Mahaveer Varna,"40,000"
2,Apartment,Rent,Sarjapur Road Bangalore                 ,12.9242769,77.6517829,bangalore,Semi-Furnished,2,Bachelors/Family,750 sqft,3 out of 4,North,"Main Road, Garden/Park, Pool",Bhavisha Bentley Greens Phase 2,"23,000"
Studio,for,Rent,Bangalore                   ,12.9767936,77.590082,bangalore,Furnished,1,Bachelors,140 sqft,3 out of 5,South,1,,"20,000"
3,Apartment,Rent,Hebbal Bangalore                  ,13.0382184,77.5919,bangalore,Furnished,4,Bachelors/Family,2850 sqft,11 out of 30,4,2,Century Ethos,190000
3,Apartment,Rent,Malleshwaram Bangalore                  ,13.0027353,77.5703253,bangalore,Furnished,4,Bachelors/Family,2475 sqft,18 out of 23,4,3,Sattva Luxuria,100000
3,Apartment,Rent,Lal Bahadur Shastri Nagar Bangalore               ,12.9678103,77.6715478,bangalore,Furnished,3,Bachelors/Family,1800 sqft,5 out of 5,South - East,Main Road,,"75,000"
3,Apartment,Rent,Btm Layout Bangalore                 ,12.9151772,77.6102821,bangalore,Furnished,3,Bachelors/Family,1860 sqft,1 out of 13,Garden/Park,3,Mantri Elegance,"98,000"
2,Apartment,Rent,Langford Road Bangalore                 ,12.959164,77.6039983,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,1 out of 4,2,,Inclover Haven,"50,000"
4,Apartment,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Furnished,5,Bachelors/Family,2292 sqft,11 out of 12,Garden/Park,5,Prestige Shantiniketan,100000
3,Apartment,Rent,"Horamavu Agara, Hormavu Bangalore                ",13.035898,77.654679,bangalore,Semi-Furnished,2,Bachelors,1300 sqft,1 out of 5,South,Main Road,Good Hope,"35,000"
2,Apartment,Rent,Electronic City Bangalore                 ,12.8436448,77.6686835,bangalore,Unfurnished,2,Bachelors,820 sqft,1 out of 7,Garden/Park,2,Shanders Dwellington,"22,000"
4,Villa,Rent,Rajanukunte Bangalore                  ,13.16912985,77.55999856,bangalore,Furnished,4,Bachelors/Family,2796 sqft,East,"Garden/Park, Pool, Main Road",40 X 92 ft Sqft,Prestige Oasis,250000
4,Villa,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,4,Bachelors/Family,4700 sqft,East,Garden/Park,4,Chaitanya Samarpan,250000
4,Villa,Rent,Devanahalli Bangalore                  ,13.2483502,77.7134377,bangalore,Furnished,4,Bachelors,4100 sqft,West,"Garden/Park, Main Road",Freehold,Hiranandani Upscale Villas,160000
3,Villa,Rent,Marathahalli Bangalore                  ,12.9552572,77.6984163,bangalore,Semi-Furnished,4,Bachelors/Family,1900 sqft,East,"Garden/Park, Main Road",Freehold,,"88,000"
3,Villa,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Furnished,3,Bachelors/Family,3000 sqft,East,"Garden/Park, Pool",3,Whitefield Boulevard,"80,000"
3,Villa,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Semi-Furnished,3,Bachelors/Family,1800 sqft,East,Garden/Park,40 X 50 ft Sqft,Alliance 10 Downing,"65,000"
3,Villa,Rent,Sarjapura Bangalore                  ,12.8600866,77.7861352,bangalore,Semi-Furnished,3,Bachelors/Family,1550 sqft,North,Garden/Park,3,Peninsula Prakruthi,"32,000"
4,Villa,Rent,Budigere Cross Bangalore                 ,13.0462134,77.75041249,bangalore,Semi-Furnished,5,Bachelors/Family,4195 sqft,North,5,2,Chaithanya Samarth,260000
4,Villa,Rent,Yerthiganahalli Bangalore                  ,13.195054,77.675241,bangalore,Semi-Furnished,5,Bachelors/Family,3550 sqft,East,"Garden/Park, Pool",60 X 40 ft Sqft,Assetz Earth & Essence,100000
4,Villa,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Unfurnished,4,Bachelors,2405 sqft,East,Freehold,4,Adarsh Palm Meadows,180000
3,Villa,Rent,Anagalapura Bangalore                  ,13.067107,77.68408128,bangalore,Semi-Furnished,4,Family,3000 sqft,East,Garden/Park,50 X 60 ft Sqft,Prestige Augusta Golf Village,110000
4,Villa,Rent,Yelahanka Bangalore                  ,13.1006982,77.5963454,bangalore,Semi-Furnished,4,Bachelors/Family,2900 sqft,North,"Garden/Park, Pool",57 X 66.67 ft Sqft,Total Environment After the Rain,220000
6,Villa,Rent,HAL Old Airport Road Bangalore               ,12.9668044,77.6206278,bangalore,Semi-Furnished,5,Bachelors/Family,6000 sqft,East,"Main Road, Garden/Park, Pool",86 X 86.05 ft Sqft,Adarsh Vista,250000
4,Villa,Rent,Rajanukunte Bangalore                  ,13.16912985,77.55999856,bangalore,Semi-Furnished,4,Bachelors/Family,3100 sqft,4,2,,Prestige Oasis,200000
4,Villa,Rent,Yelahanka Bangalore                  ,13.1006982,77.5963454,bangalore,Unfurnished,4,Bachelors/Family,3935 sqft,West,"Garden/Park, Pool",Freehold,Embassy Boulevard,350000
3,Villa,Rent,Horamavu Bangalore                  ,13.0273312,77.6601508,bangalore,Semi-Furnished,3,Bachelors/Family,1800 sqft,East,Garden/Park,40 X 45 ft Sqft,Prestige Augusta Golf Village,"85,000"
4,Villa,Rent,Horamavu Bangalore                  ,13.0273312,77.6601508,bangalore,Semi-Furnished,4,Family,4000 sqft,West,Garden/Park,Freehold,Prestige Augusta Golf Village,190000
4,Villa,Rent,Whitefield Bangalore                  ,12.9963995,77.7614229,bangalore,Furnished,4,Bachelors,2250 sqft,East,Garden/Park,4,MIMS Gulmohar,"75,000"
4,Villa,Rent,Yelahanka Bangalore                  ,13.1006982,77.5963454,bangalore,Furnished,4,Bachelors/Family,4200 sqft,"Garden/Park, Pool",4,4,,250000
3,House,Rent,"in Prashant Nagar, Vijayanagar, Magadi Road Bangalore             ",12.978851,77.534074,bangalore,Semi-Furnished,2,Bachelors/Family,1150 sqft,North,2,2,,"35,000"
2,House,Rent,"in Itpl, Whitefield Bangalore                ",12.987693,77.736867,bangalore,Semi-Furnished,2,Bachelors/Family,900 sqft,East,2,,,"21,000"
4,House,Rent,in Attiguppe Bangalore                 ,12.9681914,77.5271876,bangalore,Semi-Furnished,3,Family,2000 sqft,Ground out of 2,North,35 X 40 ft Sqft,,100000
2,House,Rent,in Varthur Bangalore                 ,12.9566858,77.7419283,bangalore,Semi-Furnished,2,Family,1200 sqft,East,2,1,,"26,500"
1,House,Rent,in Devarachikkana Halli Bangalore                ,12.8887812,77.6158231,bangalore,Unfurnished,1,Bachelors/Family,250 sqft,1 out of 1,North,Main Road,,"9,000"
2,House,Rent,"in Malleshpalya, Kaggadasapura Bangalore                ",12.9789825,77.6757301,bangalore,Semi-Furnished,2,Bachelors,980 sqft,2 out of 2,North,2,,"28,000"
2,House,Rent,in Vijayanagara Bangalore                 ,12.9709391,77.5374285,bangalore,Semi-Furnished,3,Bachelors/Family,1800 sqft,Ground out of 2,3,2,,"45,000"
3,Villa,Rent,RK Hegde Nagar Bangalore                ,13.071613,77.63358,bangalore,Semi-Furnished,4,Bachelors,960 sqft,East,4,2,,"70,000"
3,Villa,Rent,Chandapura Bangalore                  ,12.8009043,77.71149079,bangalore,Semi-Furnished,3,Bachelors,2675 sqft,East,"Garden/Park, Pool, Main Road",3,Abhee Prakruthi Villa,"40,000"
1,House,Rent,in Voilet Plant Road Bangalore               ,Error,Error,bangalore,Semi-Furnished,1,Bachelors/Family,1,1,,,,"15,000"
3,House,Rent,in Ganganagar Bangalore                 ,13.024837,77.592089,bangalore,Semi-Furnished,3,Bachelors/Family,2200 sqft,3,,,,"42,000"
2,House,Rent,in Manjunatha Nagar Kalkere Bangalore               ,12.779346,77.639377,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,2,,,,"20,000"
4,House,Rent,in Hosur Road Bangalore                ,12.96290985,77.60913706,bangalore,Semi-Furnished,4,Bachelors/Family,4000 sqft,1 out of 3,4,,GPR Grande Layout,"50,000"
1,House,Rent,in ITI Layout HSR Layout Bangalore              ,12.90761,77.637856,bangalore,Semi-Furnished,1,Bachelors,600 sqft,1 out of 2,North,Main Road,,"18,000"
2,Villa,Rent,Stage 1 BTM Layout Bangalore               ,12.9079048,77.6067686,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,2,,,,"30,000"
1,House,Rent,in Banjara Layout Bangalore                ,12.992423,77.59638691,bangalore,Semi-Furnished,1,Bachelors/Family,600 sqft,Ground out of 4,1,,,"10,000"
4,Villa,Rent,Devanahalli Bangalore                  ,13.2483502,77.7134377,bangalore,Furnished,5,Bachelors,4800 sqft,West,Garden/Park,5,House of Hiranandani Devanahalli,200000
2,House,Rent,in Kithaganur Village Bangalore                ,13.005947,77.668413,bangalore,Semi-Furnished,2,Bachelors,910 sqft,1 out of 1,North,Main Road,,"19,000"
2,House,Rent,"in Tasker Town, Shivaji Nagar Bangalore              ",12.96557,77.60625,bangalore,Semi-Furnished,2,Bachelors/Family,600 sqft,2,,,,"14,000"
2,House,Rent,in Block 5th Koramangala Bangalore               ,12.9338428,77.6197996,bangalore,Semi-Furnished,2,Bachelors,1200 sqft,1 out of 1,North - East,"Main Road, Garden/Park",,"52,000"
2,House,Rent,in Maruti Nagar Devinagar Bangalore               ,12.969453,77.668184,bangalore,Semi-Furnished,1,Bachelors,800 sqft,2 out of 2,North - East,Main Road,,"15,000"
2,House,Rent,in Thambu Chetty Palya Main Road Bangalore             ,12.975409,77.668859,bangalore,Furnished,2,Bachelors,800 sqft,1 out of 2,North,"Garden/Park, Main Road",,"23,000"
2,House,Rent,in Kodathi Bangalore                 ,12.8905129,77.7133427,bangalore,Semi-Furnished,2,Bachelors,1200 sqft,2 out of 4,North - East,Main Road,,"26,000"
2,House,Rent,"in Ramagondanahalli-Whitefield, Whitefield Bangalore                ",12.9599156,77.7487496,bangalore,Semi-Furnished,2,Bachelors/Family,700 sqft,North,2,,,"25,000"
2,House,Rent,in Kithaganur Village Bangalore                ,13.005947,77.668413,bangalore,Semi-Furnished,3,Bachelors/Family,1200 sqft,1 out of 1,3,,,"25,000"
1,House,Rent,in Vagdevi Layout Bangalore                ,13.017003,77.604378,bangalore,Semi-Furnished,2,Bachelors/Family,600 sqft,2,1,,,"12,500"
2,House,Rent,in Kengeri Bangalore                 ,12.9157115,77.4885508,bangalore,Semi-Furnished,2,Bachelors,800 sqft,North,Main Road,2,Gnana Bharathi,"16,500"
3,House,Rent,in Btm Layout Bangalore                ,12.9258553,77.6170186,bangalore,Semi-Furnished,3,Bachelors,1650 sqft,East,Main Road,3,,"52,000"
2,House,Rent,in Dollars Colony Stage 2nd RMV Bangalore             ,13.0413668,77.5678155,bangalore,Semi-Furnished,2,Bachelors,900 sqft,1 out of 1,2,1,,"40,000"
1,House,Rent,in Mahatma Gandhi Nagar Bangalore               ,12.976676,77.59926,bangalore,Semi-Furnished,1,Bachelors/Family,400 sqft,1 out of 5,1,,,"15,000"
1,House,Rent,in Phase 2 Electronic City Bangalore              ,Error,Error,bangalore,Furnished,1,Bachelors/Family,500 sqft,1,1,,Amulya Royale Layout,"8,000"
4,House,Rent,in Subbaiahnapalya Bangalore                 ,12.844628,77.663227,bangalore,Semi-Furnished,4,Bachelors/Family,2500 sqft,4,,,,"45,000"
2,House,Rent,in jayanagar 9th block Bangalore               ,12.9165004,77.5922463,bangalore,Furnished,1,Bachelors/Family,900 sqft,1,1,,,"5,000"
3,House,Rent,in HAL 3rd Stage Extension Bangalore              ,12.924178,77.565577,bangalore,Semi-Furnished,2,Family,1500 sqft,North,2,2,LIC Colony,"45,000"
2,House,Rent,in Nri Layout Bangalore                ,12.9698416,77.5082103,bangalore,Semi-Furnished,1,Bachelors/Family,1200 sqft,North - West,Main Road,1,,"25,000"
2,House,Rent,in Block B AECS Bangalore               ,12.9688228,77.7155135,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,40 X 60 ft Sqft,2,1,,"38,000"
2,House,Rent,"in Gattahalli, Electronic City Bangalore               ",12.840912,77.650928,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,1 out of 3,West,2,,"30,000"
4,Villa,Rent,Thanisandra Bangalore                  ,13.054713,77.6339258,bangalore,Semi-Furnished,4,Bachelors/Family,3300 sqft,East,Garden/Park,40 X 40 ft Sqft,Unishire Esplanade,"65,000"
2,House,Rent,"in Singasandra, Hosur Road Bangalore               ",12.9014031,77.6324336,bangalore,Semi-Furnished,2,Family,Immediately,950 sqft,North,Main Road,,"30,600"
2,House,Rent,in Bhattarahalli Bangalore                 ,13.0258004,77.714279,bangalore,Semi-Furnished,2,Bachelors,1200 sqft,1 out of 2,North,2,,"24,000"
3,House,Rent,in St johns road Bangalore               ,12.99171,77.612827,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,Ground out of 2,2,,,"27,000"
1,House,Rent,in Banjara Layout Bangalore                ,12.992423,77.59638691,bangalore,Semi-Furnished,1,Bachelors/Family,600 sqft,Ground out of 4,1,,,"10,000"
4,Villa,Rent,Devanahalli Bangalore                  ,13.2483502,77.7134377,bangalore,Furnished,5,Bachelors,4800 sqft,West,Garden/Park,5,House of Hiranandani Devanahalli,200000
2,House,Rent,"in Tasker Town, Shivaji Nagar Bangalore              ",12.96557,77.60625,bangalore,Semi-Furnished,2,Bachelors/Family,600 sqft,2,,,,"14,000"
2,House,Rent,in Block 5th Koramangala Bangalore               ,12.9338428,77.6197996,bangalore,Semi-Furnished,2,Bachelors,1200 sqft,1 out of 1,North - East,"Main Road, Garden/Park",,"52,000"
2,House,Rent,in Maruti Nagar Devinagar Bangalore               ,12.969453,77.668184,bangalore,Semi-Furnished,1,Bachelors,800 sqft,2 out of 2,North - East,Main Road,,"15,000"
2,House,Rent,in Kodathi Bangalore                 ,12.8905129,77.7133427,bangalore,Semi-Furnished,2,Bachelors,1200 sqft,2 out of 4,North - East,Main Road,,"26,000"
2,House,Rent,"in Ramagondanahalli-Whitefield, Whitefield Bangalore                ",12.9599156,77.7487496,bangalore,Semi-Furnished,2,Bachelors/Family,700 sqft,North,2,,,"25,000"
1,House,Rent,in Vagdevi Layout Bangalore                ,13.017003,77.604378,bangalore,Semi-Furnished,2,Bachelors/Family,600 sqft,2,1,,,"12,500"
2,House,Rent,in Kengeri Bangalore                 ,12.9157115,77.4885508,bangalore,Semi-Furnished,2,Bachelors,800 sqft,North,Main Road,2,Gnana Bharathi,"16,500"
3,House,Rent,in Btm Layout Bangalore                ,12.9258553,77.6170186,bangalore,Semi-Furnished,3,Bachelors,1650 sqft,East,Main Road,3,,"52,000"
1,House,Rent,in Mahatma Gandhi Nagar Bangalore               ,12.976676,77.59926,bangalore,Semi-Furnished,1,Bachelors/Family,400 sqft,1 out of 5,1,,,"15,000"
1,House,Rent,in Phase 2 Electronic City Bangalore              ,Error,Error,bangalore,Furnished,1,Bachelors/Family,500 sqft,1,1,,Amulya Royale Layout,"8,000"
3,House,Rent,in HAL 3rd Stage Extension Bangalore              ,12.924178,77.565577,bangalore,Semi-Furnished,2,Family,1500 sqft,North,2,2,LIC Colony,"45,000"
2,House,Rent,in Nri Layout Bangalore                ,12.9698416,77.5082103,bangalore,Semi-Furnished,1,Bachelors/Family,1200 sqft,North - West,Main Road,1,,"25,000"
2,House,Rent,"in Gattahalli, Electronic City Bangalore               ",12.840912,77.650928,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,1 out of 3,West,2,,"30,000"
4,Villa,Rent,Thanisandra Bangalore                  ,13.054713,77.6339258,bangalore,Semi-Furnished,4,Bachelors/Family,3300 sqft,East,Garden/Park,40 X 40 ft Sqft,Unishire Esplanade,"65,000"
2,House,Rent,"in Singasandra, Hosur Road Bangalore               ",12.9014031,77.6324336,bangalore,Semi-Furnished,2,Family,Immediately,950 sqft,North,Main Road,,"30,600"
2,House,Rent,in Bhattarahalli Bangalore                 ,13.0258004,77.714279,bangalore,Semi-Furnished,2,Bachelors,1200 sqft,1 out of 2,North,2,,"24,000"
3,House,Rent,in St johns road Bangalore               ,12.99171,77.612827,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,Ground out of 2,2,,,"27,000"
1,House,Rent,in Outer Ring Road Bangalore               ,12.9421555,77.6973034,bangalore,Semi-Furnished,1,Bachelors,900 sqft,East,1,1,,"15,500"
2,House,Rent,"in Marilingappa Extension, Nagarbhavi Bangalore               ",Error,Error,bangalore,Semi-Furnished,2,Bachelors,800 sqft,East,2,1,,"21,000"
2,House,Rent,in Seegehalli Krishnarajapura Bangalore                ,Error,Error,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,East,Garden/Park,2,,"25,000"
5,Villa,Rent,"Manyata Residency, Thanisandra Bangalore                ",13.054545,77.623697,bangalore,Furnished,6,Bachelors,6900 sqft,North,Main Road,6,,230000
4,House,Rent,"in Kumara Park West, Kumara Park West Bangalore            ",12.987094,77.5784442,bangalore,Unfurnished,2,Family,Immediately,2400 sqft,Ground out of 3,North,,"50,000"
2,House,Rent,in LBS Nagar Kaggadasapura Bangalore               ,12.979492,77.646256,bangalore,Semi-Furnished,2,Bachelors,900 sqft,South,2,,,"20,000"
2,House,Rent,in Sri vinayaka residential layout varthur Bangalore             ,Error,Error,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,2,,,,"28,500"
1,House,Rent,"in Chelekare, Kalyan Nagar, Outer Ring Road Bangalore            ",12.944917,77.529503,bangalore,Unfurnished,1,Family,Immediately,650 sqft,East,1,,"9,000"
2,House,Rent,in Stage 1 BTM Layout Bangalore              ,12.924527,77.609859,bangalore,Unfurnished,1,Bachelors,520 sqft,1 out of 2,1,1,,"20,000"
2,House,Rent,in Koramangala Bangalore                 ,12.93476145,77.62548851,bangalore,Semi-Furnished,2,Bachelors/Family,150 sqft,2,1,,,"18,000"
2,House,Rent,in Kodigehalli Thindlu Main Road Bangalore              ,13.063853,77.577584,bangalore,Semi-Furnished,2,Bachelors/Family,900 sqft,1 out of 3,2,1,,"15,000"
1,House,Rent,in Machohalli Bangalore                 ,13.0065559,77.4520643,bangalore,Semi-Furnished,1,Bachelors,650 sqft,1 out of 2,North,1,,"6,500"
2,House,Rent,in Slv residency basavanagar Bangalore               ,Error,Error,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,2,,,,"20,000"
1,House,Rent,in Sarjapura Attibele Road Bangalore               ,12.854338,77.783755,bangalore,Semi-Furnished,1,Bachelors,800 sqft,1 out of 3,East,Main Road,Confident Aries III,"15,000"
2,House,Rent,in Channasandra Main Road Bangalore               ,12.9840392,77.7727109,bangalore,Furnished,2,Bachelors/Family,1200 sqft,2,,,,"24,000"
