BHK,Type,Purpose,Location,Latitude,Longitude,City,furnishing,Bathroom,tenant_preferred,carpet_area,floor,direction,overlooking,society,amount
4,House,Rent,in Mahalakshmipuram Bangalore                 ,12.99614,77.5431935,bangalore,Semi-Furnished,4,Bachelors/Family,1815 sqft,4,2,,,130000
3,House,Rent,in Dodda Banaswadi Bangalore                ,13.0133522,77.6497417,bangalore,Semi-Furnished,2,Bachelors,1500 sqft,East,Main Road,2,,"32,000"
3,House,Rent,in Nelamangala Town Bangalore                ,12.984464,77.548368,bangalore,Furnished,3,Bachelors/Family,1400 sqft,3,2,,,"20,000"
3,House,Rent,in Marathahalli Bangalore                 ,12.9498417,77.6991292,bangalore,Semi-Furnished,3,Bachelors,1000 sqft,1 out of 3,West,3,,"30,000"
3,House,Rent,in Stage 2 Vijayanagar Bangalore               ,12.973848,77.544071,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,1 out of 2,2,2,,"35,000"
3,Villa,Rent,Chikkagubbi Bangalore                  ,13.0823779,77.66155795,bangalore,Unfurnished,3,Bachelors/Family,2184 sqft,East,Main Road,14 X 156 ft Sqft,,120000
4,Villa,Rent,"Thubarahalli, Whitefield Bangalore                 ",12.9559247,77.7215365,bangalore,Furnished,5,Bachelors/Family,5000 sqft,East,Garden/Park,50 X 80 ft Sqft,UKN Esperanza,150000
2,House,Rent,in Hennur Main Road Bangalore               ,13.0012014,77.61823094,bangalore,Semi-Furnished,1,Bachelors/Family,700 sqft,1,,,Rohan Upavan,"15,000"
3,Villa,Rent,"Hosakerehalli Layout, Banashankari, Outer Ring Road Bangalore             ",12.9328128,77.5403411,bangalore,Semi-Furnished,2,Bachelors,2000 sqft,Main Road,2,1,,"40,000"
3,Villa,Rent,Heritage County Bangalore                 ,12.86249635,77.80217108,bangalore,Bachelors/Family,Immediately,1600 sqft,,,,,,"27,000"
1,House,Rent,in Yelahanka Bangalore                 ,13.18872575,77.6232812,bangalore,Semi-Furnished,1,Bachelors,750 sqft,1 out of 1,North,1,,"11,900"
2,House,Rent,in Choodasandra Bangalore                 ,12.8883623,77.67997267,bangalore,Semi-Furnished,2,Family,1100 sqft,East,2,1,,"28,000"
2,House,Rent,in Nagondanahalli Bangalore                 ,12.97516,77.7703403,bangalore,Semi-Furnished,2,Family,Immediately,1500 sqft,East,2,,"35,000"
2,House,Rent,in Budigere Cross Bangalore                ,13.0462134,77.75041249,bangalore,Semi-Furnished,2,Family,Immediately,1100 sqft,East,2,,"20,000"
3,House,Rent,in Phase 9th JP Nagar Bangalore              ,12.9109928,77.5765241,bangalore,Semi-Furnished,2,Bachelors,2000 sqft,North,2,2,,4000000
5,Villa,Rent,"Manyata Residency, Thanisandra Bangalore                ",13.054545,77.623697,bangalore,Furnished,6,Bachelors,6900 sqft,North,Main Road,6,,230000
4,House,Rent,"in Kumara Park West, Kumara Park West Bangalore            ",12.987094,77.5784442,bangalore,Unfurnished,2,Family,Immediately,2400 sqft,Ground out of 3,North,,"50,000"
2,House,Rent,in LBS Nagar Kaggadasapura Bangalore               ,12.979492,77.646256,bangalore,Semi-Furnished,2,Bachelors,900 sqft,South,2,,,"20,000"
1,House,Rent,"in Chelekare, Kalyan Nagar, Outer Ring Road Bangalore            ",12.944917,77.529503,bangalore,Unfurnished,1,Family,Immediately,650 sqft,East,1,,"9,000"
2,House,Rent,in Stage 1 BTM Layout Bangalore              ,12.924527,77.609859,bangalore,Unfurnished,1,Bachelors,520 sqft,1 out of 2,1,1,,"20,000"
2,House,Rent,in Koramangala Bangalore                 ,12.93476145,77.62548851,bangalore,Semi-Furnished,2,Bachelors/Family,150 sqft,2,1,,,"18,000"
1,House,Rent,in Machohalli Bangalore                 ,13.0065559,77.4520643,bangalore,Semi-Furnished,1,Bachelors,650 sqft,1 out of 2,North,1,,"6,500"
2,House,Rent,in Slv residency basavanagar Bangalore               ,Error,Error,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,2,,,,"20,000"
1,House,Rent,in Sarjapura Attibele Road Bangalore               ,12.854338,77.783755,bangalore,Semi-Furnished,1,Bachelors,800 sqft,1 out of 3,East,Main Road,Confident Aries III,"15,000"
4,House,Rent,in Mahalakshmipuram Bangalore                 ,12.99614,77.5431935,bangalore,Semi-Furnished,4,Bachelors/Family,1815 sqft,4,2,,,130000
3,House,Rent,in Dodda Banaswadi Bangalore                ,13.0133522,77.6497417,bangalore,Semi-Furnished,2,Bachelors,1500 sqft,East,Main Road,2,,"32,000"
3,House,Rent,in Nelamangala Town Bangalore                ,12.984464,77.548368,bangalore,Furnished,3,Bachelors/Family,1400 sqft,3,2,,,"20,000"
3,House,Rent,in Stage 2 Vijayanagar Bangalore               ,12.973848,77.544071,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,1 out of 2,2,2,,"35,000"
3,Villa,Rent,Chikkagubbi Bangalore                  ,13.0823779,77.66155795,bangalore,Unfurnished,3,Bachelors/Family,2184 sqft,East,Main Road,14 X 156 ft Sqft,,120000
3,Villa,Rent,"Hosakerehalli Layout, Banashankari, Outer Ring Road Bangalore             ",12.9328128,77.5403411,bangalore,Semi-Furnished,2,Bachelors,2000 sqft,Main Road,2,1,,"40,000"
2,House,Rent,in Choodasandra Bangalore                 ,12.8883623,77.67997267,bangalore,Semi-Furnished,2,Family,1100 sqft,East,2,1,,"28,000"
2,House,Rent,in Nagondanahalli Bangalore                 ,12.97516,77.7703403,bangalore,Semi-Furnished,2,Family,Immediately,1500 sqft,East,2,,"35,000"
2,House,Rent,in Budigere Cross Bangalore                ,13.0462134,77.75041249,bangalore,Semi-Furnished,2,Family,Immediately,1100 sqft,East,2,,"20,000"
3,House,Rent,in Phase 9th JP Nagar Bangalore              ,12.9109928,77.5765241,bangalore,Semi-Furnished,2,Bachelors,2000 sqft,North,2,2,,4000000
2,House,Rent,in Andrahalli Bangalore                 ,13.0034199,77.48441634,bangalore,Semi-Furnished,1,Bachelors/Family,600 sqft,1,,,,1300000
2,House,Rent,in Kodigehalli Bangalore Rural Bangalore               ,13.3042193,77.5112285,bangalore,Semi-Furnished,2,Bachelors/Family,1500 sqft,2 out of 3,East,Main Road,,"20,000"
1,House,Rent,in Lakshmi nilaya Bangalore                ,12.914162,77.641947,bangalore,Semi-Furnished,1,Bachelors/Family,550 sqft,1,,,,"12,000"
1,House,Rent,"in K.R.garden,Murugeshpalya Bangalore                 ",Error,Error,bangalore,Furnished,1,Bachelors/Family,700 sqft,1,,,,"25,000"
1,House,Rent,in Lakshmamma Layout Banaswadi Bangalore               ,Error,Error,bangalore,Semi-Furnished,1,Bachelors/Family,From May '25,650 sqft,East,Main Road,,"15,000"
4,Villa,Rent,Janatha Colony Chikkabellandur Bangalore                ,13.059951,77.737124,bangalore,Semi-Furnished,5,Bachelors,2617 sqft,East,Garden/Park,5,,110000
3,House,Rent,in Kithaganur Main Road Bangalore               ,12.888979,77.596906,bangalore,Semi-Furnished,2,Bachelors,950 sqft,South - East,Main Road,2,,"25,000"
2,House,Rent,in Nethravathi Layout KR Puram Bangalore              ,13.017439,77.696021,bangalore,Unfurnished,1,Bachelors/Family,1000 sqft,1,,,,"15,000"
1,House,Rent,in Neralu Bangalore                 ,12.7956,77.730592,bangalore,Semi-Furnished,1,Bachelors/Family,650 sqft,1,1,,,"14,000"
3,Villa,Rent,Chikkagubbi Main Road Bangalore                ,12.888979,77.596906,bangalore,Semi-Furnished,3,Bachelors/Family,2700 sqft,West,3,3,,"65,000"
2,House,Rent,"in Malleshpalya, Kaggadasapura Bangalore                ",12.9789825,77.6757301,bangalore,Semi-Furnished,1,Bachelors/Family,700 sqft,1 out of 3,1,,,"20,000"
2,House,Rent,in Konena Agrahara Murgesh Pallya Bangalore              ,Error,Error,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,Ground out of 3,East,Main Road,,"25,000"
1,House,Rent,in Stage 2 Naagarabhaavi Bangalore               ,12.99372,77.585066,bangalore,Semi-Furnished,1,Bachelors/Family,600 sqft,1,1,,,"11,000"
1,House,Rent,"in Ms Ramaiah City Layout, Arakere Bangalore             ",13.030958,77.565007,bangalore,Semi-Furnished,1,Bachelors,250 sqft,4 out of 4,North - East,Main Road,,"13,000"
3,House,Rent,in Bilekahalli Bangalore                 ,12.89558285,77.60262192,bangalore,Semi-Furnished,2,Bachelors/Family,1500 sqft,1 out of 2,2,1,,"24,000"
2,House,Rent,in S K Garden Bangalore               ,12.9772,77.619041,bangalore,Furnished,2,Bachelors/Family,1250 sqft,1 out of 1,2,1,,"32,000"
2,House,Rent,in 33 Bangalore                 ,12.9821836,77.6378462,bangalore,Semi-Furnished,2,Bachelors/Family,840 sqft,2,1,,,"16,500"
3,House,Rent,in Chikka Kammanahalli Bangalore                ,12.8487154,77.5998983,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,2,,,,"25,000"
5,Villa,Rent,Seegehalli Kannamangala Road Bangalore                ,13.012237,77.76539,bangalore,Furnished,5,Bachelors/Family,4800 sqft,East,"Main Road, Garden/Park, Pool",5,,130000
2,House,Rent,in Hallehalli Bangalore                 ,12.844628,77.663227,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,2,,,,"22,000"
2,House,Rent,in Kadabagere Bangalore                 ,12.9867441,77.4987924,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,2,1,,,"11,000"
2,House,Rent,in Chikka Begur Bangalore                ,12.8790241,77.6372193,bangalore,Unfurnished,1,Bachelors,1200 sqft,East,Garden/Park,1,,"20,000"
2,House,Rent,in Thigalarapalya Hoodi Bangalore                ,Error,Error,bangalore,Semi-Furnished,2,Bachelors,1070 sqft,2 out of 3,East,"Garden/Park, Pool, Main Road",,"37,000"
2,House,Rent,"in Kathreguppe, Banashankari Bangalore                ",12.9292,77.57366,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,West,Garden/Park,2,,"20,000"
1,House,Rent,in Stage 2nd Rajajinagar Bangalore               ,12.998559,77.547662,bangalore,Semi-Furnished,1,Bachelors/Family,650 sqft,1 out of 1,North,1,,"10,000"
1,House,Rent,in Yeswanthpur Bangalore                 ,13.01425485,77.55499327,bangalore,Semi-Furnished,1,Bachelors/Family,750 sqft,2 out of 2,1,,,"9,000"
1,House,Rent,in Kodichikkanahalli Main Road Bangalore               ,12.8957681,77.6110111,bangalore,Semi-Furnished,1,Bachelors/Family,300 sqft,East,"Garden/Park, Main Road",1,,"5,700"
2,House,Rent,in Stage 4th BTM Layout Bangalore              ,12.916282,77.61301,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,2,1,,,"28,000"
2,House,Rent,in Bilekahalli Bangalore                 ,12.89558285,77.60262192,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,2 out of 2,Main Road,2,,"20,000"
3,Villa,Rent,Chandapura Bangalore                  ,12.8009043,77.71149079,bangalore,Semi-Furnished,3,Bachelors/Family,1700 sqft,3,,,Green Apple,"40,000"
1,House,Rent,in Lakshmamma Layout Banaswadi Bangalore               ,Error,Error,bangalore,Semi-Furnished,1,Bachelors/Family,From May '25,650 sqft,East,Main Road,,"15,000"
4,Villa,Rent,Janatha Colony Chikkabellandur Bangalore                ,13.059951,77.737124,bangalore,Semi-Furnished,5,Bachelors,2617 sqft,East,Garden/Park,5,,110000
2,House,Rent,in Nethravathi Layout KR Puram Bangalore              ,13.017439,77.696021,bangalore,Unfurnished,1,Bachelors/Family,1000 sqft,1,,,,"15,000"
1,House,Rent,in Neralu Bangalore                 ,12.7956,77.730592,bangalore,Semi-Furnished,1,Bachelors/Family,650 sqft,1,1,,,"14,000"
3,Villa,Rent,Chikkagubbi Main Road Bangalore                ,12.888979,77.596906,bangalore,Semi-Furnished,3,Bachelors/Family,2700 sqft,West,3,3,,"65,000"
2,House,Rent,in Konena Agrahara Murgesh Pallya Bangalore              ,Error,Error,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,Ground out of 3,East,Main Road,,"25,000"
1,House,Rent,in Stage 2 Naagarabhaavi Bangalore               ,12.99372,77.585066,bangalore,Semi-Furnished,1,Bachelors/Family,600 sqft,1,1,,,"11,000"
3,House,Rent,in Bilekahalli Bangalore                 ,12.89558285,77.60262192,bangalore,Semi-Furnished,2,Bachelors/Family,1500 sqft,1 out of 2,2,1,,"24,000"
2,House,Rent,in S K Garden Bangalore               ,12.9772,77.619041,bangalore,Furnished,2,Bachelors/Family,1250 sqft,1 out of 1,2,1,,"32,000"
5,Villa,Rent,Seegehalli Kannamangala Road Bangalore                ,13.012237,77.76539,bangalore,Furnished,5,Bachelors/Family,4800 sqft,East,"Main Road, Garden/Park, Pool",5,,130000
2,House,Rent,in Hallehalli Bangalore                 ,12.844628,77.663227,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,2,,,,"22,000"
2,House,Rent,in Chikka Begur Bangalore                ,12.8790241,77.6372193,bangalore,Unfurnished,1,Bachelors,1200 sqft,East,Garden/Park,1,,"20,000"
2,House,Rent,in Thigalarapalya Hoodi Bangalore                ,Error,Error,bangalore,Semi-Furnished,2,Bachelors,1070 sqft,2 out of 3,East,"Garden/Park, Pool, Main Road",,"37,000"
2,House,Rent,"in Kathreguppe, Banashankari Bangalore                ",12.9292,77.57366,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,West,Garden/Park,2,,"20,000"
1,House,Rent,in Yeswanthpur Bangalore                 ,13.01425485,77.55499327,bangalore,Semi-Furnished,1,Bachelors/Family,750 sqft,2 out of 2,1,,,"9,000"
1,House,Rent,in Kodichikkanahalli Main Road Bangalore               ,12.8957681,77.6110111,bangalore,Semi-Furnished,1,Bachelors/Family,300 sqft,East,"Garden/Park, Main Road",1,,"5,700"
2,House,Rent,in Stage 4th BTM Layout Bangalore              ,12.916282,77.61301,bangalore,Semi-Furnished,2,Bachelors/Family,1000 sqft,2,1,,,"28,000"
2,House,Rent,in Bilekahalli Bangalore                 ,12.89558285,77.60262192,bangalore,Semi-Furnished,2,Bachelors,1000 sqft,2 out of 2,Main Road,2,,"20,000"
3,Villa,Rent,Chandapura Bangalore                  ,12.8009043,77.71149079,bangalore,Semi-Furnished,3,Bachelors/Family,1700 sqft,3,,,Green Apple,"40,000"
1,House,Rent,in Phase 7 Arekere Bangalore               ,Error,Error,bangalore,Semi-Furnished,1,Bachelors/Family,300 sqft,1 out of 3,North,1,,"10,000"
2,House,Rent,in Upkar Residency Layout Bangalore               ,Error,Error,bangalore,Semi-Furnished,2,Family,Immediately,850 sqft,East,2,Upkar Residency,"17,000"
1,House,Rent,in Halehalli Bangalore                 ,12.73603295,77.7528788,bangalore,Semi-Furnished,1,Bachelors/Family,750 sqft,1 out of 2,1,1,,"14,000"
3,House,Rent,in Bsv park Bangalore                ,12.935999,77.621255,bangalore,Semi-Furnished,3,Bachelors,2000 sqft,1 out of 1,East,3,,"30,500"
1,House,Rent,in NR Colony Basavanagudi Bangalore               ,12.9388164,77.568326,bangalore,Unfurnished,1,Bachelors/Family,600 sqft,1,,,,"8,000"
2,House,Rent,in Marathahalli Bangalore                 ,12.9498417,77.6991292,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,East,Main Road,2,,"22,000"
1,House,Rent,in K Channasandra Main Road Bangalore              ,12.974577,77.771121,bangalore,Semi-Furnished,1,Bachelors,800 sqft,Ground out of 1,East,Garden/Park,,"12,000"
2,House,Rent,in Vidyaranyapura Bangalore                 ,13.0770012,77.5581038,bangalore,Semi-Furnished,2,Bachelors,900 sqft,1 out of 2,East,2,,"21,000"
3,House,Rent,in Hennur Bagalur Main Road Bangalore              ,13.0012014,77.61823094,bangalore,Semi-Furnished,2,Bachelors/Family,1200 sqft,2,,,,"25,000"
2,House,Rent,"in Horamavu Agara, Hormavu Bangalore               ",13.034411,77.640895,bangalore,Semi-Furnished,2,Bachelors,850 sqft,Ground out of 3,North,"Main Road, Pool",,"18,000"
4,Villa,Rent,Hennur Bagalur Main Road Bangalore               ,13.0012014,77.61823094,bangalore,Semi-Furnished,5,Bachelors/Family,3800 sqft,East,Garden/Park,5,,100000
1,House,Rent,in Seegehalli Bangalore                 ,12.9967611,77.7591252,bangalore,Unfurnished,1,Bachelors/Family,650 sqft,1 out of 4,1,,,"15,000"
2,House,Rent,in Kengeri Satellite Town Bangalore               ,12.9243833,77.4867217,bangalore,Semi-Furnished,1,Bachelors/Family,650 sqft,1 out of 3,1,,,"10,000"
1,House,Rent,in Varthur Bangalore                 ,12.9566858,77.7419283,bangalore,Semi-Furnished,1,Bachelors/Family,600 sqft,1 out of 4,1,,,"16,000"
2,House,Rent,in Krishnarajapura Bangalore                 ,12.9999024,77.6776703,bangalore,Semi-Furnished,2,Bachelors/Family,800 sqft,1 out of 2,North,2,,"20,000"
2,House,Rent,in M S Ramaiah Nagar Bangalore              ,13.026776,77.578931,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,1 out of 3,2,,,"26,000"
2,House,Rent,"in Ramanjaneyanagar, Chikkalasandra Bangalore                ",12.84434,77.663217,bangalore,Unfurnished,2,Bachelors/Family,900 sqft,1 out of 2,2,,,"15,000"
3,Villa,Rent,"Jakkuru Layout, Jakkuru Bangalore                ",13.0793576,77.607557,bangalore,Semi-Furnished,3,Family,2200 sqft,East,Garden/Park,3,Sobha HRC Pristine,160000
4,Villa,Rent,Huttanahalli Bangalore                  ,13.16346,77.64704,bangalore,Semi-Furnished,4,Family,6670 sqft,North,Main Road,90 X 109.83 ft Sqft,,350000
4,Villa,Rent,Seegehalli Bangalore                  ,12.8142738,77.45823539,bangalore,Semi-Furnished,4,Bachelors,2250 sqft,North - West,"Garden/Park, Main Road",4,,130000
3,Villa,Rent,Seegehalli Bangalore                  ,12.8142738,77.45823539,bangalore,Semi-Furnished,3,Family,2000 sqft,East,100 X 20 ft Sqft,3,Whitefield Boulevard,"72,000"
4,House,Rent,in Sahakar Nagar Bangalore                ,13.0705907,77.5868508,bangalore,Semi-Furnished,3,Family,2000 sqft,East,Main Road,3,,"55,000"
3,Villa,Rent,Carmelaram Bangalore                  ,12.9111998,77.7065133,bangalore,Semi-Furnished,4,Family,3200 sqft,North - East,70 X 50 ft Sqft,4,Vaishnavi Commune,160000
3,Villa,Rent,Kaggalipura Bangalore                  ,12.8089587,77.50970064,bangalore,Furnished,4,Family,2300 sqft,East,Garden/Park,32 X 39.06 ft Sqft,Axis Tatvam,"60,000"
2,House,Rent,"in Kumaraswamy Layout, Kumaraswamy Layout Bangalore              ",12.9095131,77.5502862,bangalore,Semi-Furnished,1,Bachelors/Family,800 sqft,Ground out of 10,North - East,Garden/Park,,"17,000"
3,Villa,Rent,Vaswani walnut creek Bangalore                ,Error,Error,bangalore,Semi-Furnished,4,Bachelors/Family,3178 sqft,4,,,,100000
3,Villa,Rent,Hennur Main Road Bangalore                ,13.0277399,77.6328694,bangalore,Semi-Furnished,3,Bachelors/Family,3000 sqft,East,3,3,LGCL Stonescape,"45,000"
2,House,Rent,in Hoodi Main Road Bangalore               ,12.9916549,77.7154469,bangalore,Semi-Furnished,2,Bachelors/Family,1100 sqft,2,1,,,"40,000"
2,House,Rent,in Kothanur Bangalore                 ,13.0613392,77.6605302,bangalore,Unfurnished,1,Bachelors/Family,800 sqft,1 out of 1,1,,,"8,000"
3,House,Rent,"in Kumaraswamy Layout, Kumaraswamy Layout Bangalore              ",12.9095131,77.5502862,bangalore,Unfurnished,3,Bachelors/Family,1000 sqft,2 out of 3,North,3,,"15,000"
3,House,Rent,in Kapra Hyderabad                 ,17.54291415,78.57149372,hyderabad,Semi-Furnished,3,Family,2200 sqft,2 out of 2,3,3,,"16,000"
4,Villa,Rent,Mokila Hyderabad                  ,Error,Error,hyderabad,Furnished,4,Bachelors,3300 sqft,West,Main Road,4,,"70,000"
4,Villa,Rent,"Gundlapochampally, Outer Ring Road Hyderabad               ",17.475257,78.24758,hyderabad,Semi-Furnished,5,Bachelors/Family,2750 sqft,West,Main Road,5,,"40,000"
2,House,Rent,"in Boduppal, NH 2 2 Hyderabad              ",17.407792,78.586345,hyderabad,Unfurnished,2,Bachelors,750 sqft,Ground out of 2,East,2,,"10,000"
5,Villa,Rent,Kompally Hyderabad                  ,17.5322405,78.513681,hyderabad,Semi-Furnished,5,Bachelors/Family,350 sqyrd,5,,,,"90,000"
4,House,Rent,in Gowdavalli Hyderabad                 ,17.610758,78.46837,hyderabad,Semi-Furnished,4,Family,3391 sqft,2 out of 2,East,Main Road,Saket Bhusatva Phase IV,"38,000"
4,Villa,Rent,Osman Nagar Hyderabad                 ,17.4418133,78.2782231,hyderabad,Semi-Furnished,5,Bachelors/Family,4200 sqft,West,Garden/Park,5,Hallmark County,100000
