gender,base_price,food_included,beds_available,city,location,room_type1,room_type1_price,room_type2,room_type2_price,room_type3,room_type3_price,wifi_available,ac_available,food_available,landmark1,landmark2,landmark3,pg_rating,no_of_ratings
Coed,"8,000",,Beds Available,pune,in Viman Nagar,Single Room,"14,000",Twin Sharing,"8,000",Others With AC,"9,999",,,,0.7 Km from New Wisdom International School,1.2 Km from Tech Park,1.6 Km from Ramwadi Metro Station,,
Coed,"6,000",Food Included,Beds Available,pune,in Kharadi,Single Room,"10,000",Twin Sharing,"6,999",Triple Sharing,"6,000",,,,0.6 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"6,500",Food Included,Beds Available,pune,in Kharadi,Single Room,"10,500",Twin Sharing,"8,500",Triple Sharing,"6,500",Wifi Available,"AC Not
									Available",Food Available,0.7 Km from Eon Gyanankur English School,0.3 Km from World Trade Center,3.6 Km from Ramwadi Metro Station,,
Coed,"6,900",Food Included,Beds Available,pune,in Kharadi,Single Room,"8,900",Twin Sharing,"6,900",,,,,,0.6 Km from Euro School Kharadi,0.2 Km from International Tech Park Pune Kharadi,4.5 Km from Ramwadi Metro Station,5.0,2 Ratings
Coed,"7,000",Food Included,Beds Available,pune,in Baner,Single Room,"7,500",Twin Sharing,"7,000",,,Wifi Available,"AC Not
									Available",Food Available,0.3 Km from Aditya International School,0.3 Km from Xoriant Solutions,7.6 Km from Shivajinagar Metro Station,,
Coed,"9,850",,Beds Available,hyderabad,"in Kokapet, Outer Ring Road",Single Room,"18,850",Twin Sharing,"9,850",,,Wifi Available,"AC Not
									Available",Food Not Available,0.5 Km from Phoenix Greens International School,1.2 Km from Poulomi Sales Office,6.7 Km from Raidurg Metro Station (Blue Line),5.0,1 Ratings
Coed,"10,200",,Beds Available,hyderabad,in Nehru Nagar Serilingampally M,Single Room,"19,100",Twin Sharing,"10,200",,,Wifi Available,"AC Not
									Available",Food Not Available,1.6 Km from Jain Heritage A Cambridge School,1.7 Km from Vijetha Super Market,5.2 Km from Miyapur Metro Station (Red Line),,
Boys,"6,000",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"28,000",Twin Sharing With AC,"15,000",Triple Sharing,"12,000",Wifi Available,AC Available,Food Available,0.2 Km from Dr B R Ambedkar Open University,1.1 Km from ICICI Bank,0.8 Km from Durgam Cheruvu Metro Station,5.0,1 Ratings
Coed,"10,999",Food Included,Beds Available,hyderabad,in Kondapur,Single Room With AC,"22,999",Twin Sharing With AC,"13,499",Triple Sharing With AC,"10,999",,,,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,5.0,1 Ratings
Girls,"7,000",Food Included,Beds Available,hyderabad,in Gachibowli,Single Room,"18,000",Twin Sharing,"10,000",Triple Sharing,"8,000",Wifi Available,"AC Not
									Available",Food Available,0.9 Km from Asha Kiran,1.7 Km from Dlf Cybercity,4.0 Km from Raidurg Metro Station,,
Boys,"9,999",Food Included,Beds Available,hyderabad,in Madhapur,Single Room,"22,000",Twin Sharing,"12,000",Triple Sharing,"9,999",Wifi Available,"AC Not
									Available",Food Available,0.0 Km from Oslers Academy,0.5 Km from Avyas Tech Park Nisum Technology,0.9 Km from Hitech City Metro Station (Blue Line),,
Coed,"12,000",,Beds Available,hyderabad,in Kondapur,Single Room With AC,"23,000",Twin Sharing With AC,"15,000",Triple Sharing With AC,"12,000",Wifi Available,AC Available,Food Available,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,,
Coed,"10,000",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"27,000",Twin Sharing,"14,000",Triple Sharing,"10,000",Wifi Available,AC Available,Food Available,0.0 Km from Oslers Academy,0.5 Km from Avyas Tech Park Nisum Technology,0.9 Km from Hitech City Metro Station (Blue Line),,
Girls,"7,000",Food Included,Beds Available,hyderabad,in Nanakaramguda,Single Room,"16,000",Twin Sharing,"9,000",Triple Sharing,"8,500",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Delhi World School Gachibowli,1.1 Km from Mantri Cosmos,4.8 Km from Raidurg Metro Station (Blue Line),,
Coed,"9,000",Food Included,Beds Available,hyderabad,in Rai Durg,Single Room With AC,"29,000",Twin Sharing With AC,"15,000",Triple Sharing With AC,"11,000",Wifi Available,AC Available,Food Available,0.5 Km from Oakridge International School,0.6 Km from Divyasree Tech Ridge,2.8 Km from Raidurg Metro Station (Blue Line),,
Coed,"12,500",Food Charge extra,Beds Available,hyderabad,"in Financial District, Nanakram Guda",Single Room With AC,"25,000",Twin Sharing With AC,"12,500",,,Wifi Available,AC Available,Food Available,0.4 Km from Global Edge,0.4 Km from Essen Presiodental,6.3 Km from Raidurg Metro Station (Blue Line),,
Coed,"9,000",Food Included,Beds Available,hyderabad,in Kondapur,Single Room With AC,"24,000",Twin Sharing With AC,"14,000",Triple Sharing,"9,000",,,,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,,
Girls,"8,000",Food Included,Beds Available,hyderabad,"in Financial District, Nanakram Guda",Single Room With AC,"23,000",Twin Sharing With AC,"12,500",Triple Sharing With AC,"9,000",Wifi Available,AC Available,Food Available,0.5 Km from Keystone School,0.4 Km from Nvidia Graphics Private Limited,5.0 Km from Raidurg Metro Station (Blue Line),,
Girls,"8,000",Food Included,Beds Available,hyderabad,in Gachibowli,Single Room With AC,"25,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"9,000",Wifi Available,AC Available,Food Available,0.9 Km from Asha Kiran,1.7 Km from Dlf Cybercity,4.0 Km from Raidurg Metro Station,,
Girls,"9,000",Food Included,Beds Available,hyderabad,in Hitech City,Single Room With AC,"25,000",Twin Sharing With AC,"14,000",Triple Sharing With AC,"11,000",,,,0.9 Km from Sri Venkateshwara Group Of Colleges,0.0 Km from Aponline,0.6 Km from Raidurg Metro Station,,
Boys,"12,000",Food Included,Beds Available,hyderabad,in Gowlidoddy,Single Room With AC,"27,000",Twin Sharing With AC,"16,000",Triple Sharing With AC,"12,000",Wifi Available,AC Available,Food Available,0.5 Km from Keystone School,0.4 Km from Nvidia Graphics Private Limited,5.0 Km from Raidurg Metro Station (Blue Line),5.0,1 Ratings
Coed,"9,999",,Beds Available,hyderabad,in Kondapur,Single Room With AC,"17,999",Twin Sharing With AC,"9,999",,,Wifi Available,AC Available,Food Not Available,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,,
Coed,"9,999",,Beds Available,hyderabad,in Madhapur,Single Room With AC,"19,999",Twin Sharing With AC,"9,999",,,Wifi Available,AC Available,Food Not Available,0.0 Km from Oslers Academy,0.5 Km from Avyas Tech Park Nisum Technology,0.9 Km from Hitech City Metro Station (Blue Line),,
Coed,"12,000",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"27,000",Twin Sharing With AC,"16,000",Triple Sharing With AC,"12,000",Wifi Available,AC Available,Food Available,0.4 Km from Narayana Junior College,0.4 Km from Vijetha Super Market,1.1 Km from Madhapur Metro Station,,
Coed,"11,000",Food Included,Beds Available,hyderabad,in Hitech City,Single Room With AC,"24,000",Twin Sharing,"14,000",Triple Sharing With AC,"11,000",Wifi Available,AC Available,Food Available,0.9 Km from Sri Venkateshwara Group Of Colleges,0.0 Km from Aponline,0.6 Km from Raidurg Metro Station,,
Boys,"6,499",Food Included,Beds Available,hyderabad,in Kondapur,Twin Sharing,"9,000",Triple Sharing,"7,499",Four Sharing,"6,499",Wifi Available,"AC Not
									Available",Food Available,0.8 Km from World One School,1.6 Km from Kohinoor IT Park,2.7 Km from Miyapur Metro Station (Red Line),4.9,7 Ratings
Coed,"7,000",Food Included,Beds Available,hyderabad,in Kondapur,Single Room,"16,500",Twin Sharing,"10,500",Triple Sharing,"8,000",Wifi Available,"AC Not
									Available",Food Available,0.2 Km from Sarada High School,0.8 Km from Kohinoor IT Park,2.7 Km from Hitech Metro Station,5.0,5 Ratings
Coed,"12,500",,Beds Available,hyderabad,in Gachibowli,Single Room With AC,"22,500",Twin Sharing With AC,"12,500",,,Wifi Available,AC Available,Food Not Available,0.2 Km from Dr.K.S.Rao's IAS Academy,0.6 Km from Dlf Cybercity,2.3 Km from Raidurg Metro Station,5.0,2 Ratings
Girls,"6,000",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"20,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"10,000",Wifi Available,AC Available,Food Available,0.0 Km from Oslers Academy,0.5 Km from Avyas Tech Park Nisum Technology,0.9 Km from Hitech City Metro Station (Blue Line),4.0,1 Ratings
Coed,"12,000",,Beds Available,hyderabad,in Kondapur,Single Room With AC,"25,000",Twin Sharing With AC,"12,000",,,Wifi Available,AC Available,Food Not Available,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,5.0,2 Ratings
Coed,"9,999",Food Included,Beds Available,hyderabad,in Hitech City,Single Room,"22,000",Twin Sharing,"12,000",Triple Sharing,"10,000",Wifi Available,AC Available,Food Available,0.9 Km from Sri Venkateshwara Group Of Colleges,0.0 Km from Aponline,0.6 Km from Raidurg Metro Station,,
Girls,"6,499",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"20,000",Twin Sharing With AC,"12,000",Triple Sharing,"8,500",Wifi Available,AC Available,Food Available,0.0 Km from Oslers Academy,0.5 Km from Avyas Tech Park Nisum Technology,0.9 Km from Hitech City Metro Station (Blue Line),5.0,1 Ratings
Coed,"9,500",,Beds Available,hyderabad,in Gowlidoddy,Single Room,"18,800",Twin Sharing,"9,500",,,Wifi Available,"AC Not
									Available",Food Not Available,1.9 Km from Kairos,1.5 Km from Gachibowli Commercial Bldg,6.2 Km from Raidurg Metro Station (Blue Line),,
Coed,"6,734",,Beds Available,hyderabad,in Manikonda Jagir,Single Room With AC,"21,235",Twin Sharing With AC,"10,102",Triple Sharing With AC,"6,734",Wifi Available,AC Available,Food Not Available,0.1 Km from Tejomayi Schools,0.7 Km from Helia,4.4 Km from Peddamma Gudi Metro Station (Blue Line),,
Coed,"6,900",Food Charge extra,Beds Available,hyderabad,in Manikonda Jagir,Single Room,"15,000",Twin Sharing,"7,700",Triple Sharing,"6,900",Wifi Available,"AC Not
									Available",Food Not Available,0.9 Km from Maple Bear Pre-School And Daycare,1.9 Km from Pavan Mohan Arcade,6.5 Km from Peddamma Gudi Metro Station (Blue Line),4.0,2 Ratings
Coed,"6,800",,Beds Available,hyderabad,"in Kukatpally, NH 9",Twin Sharing,"9,100",Single Room,"18,000",Triple Sharing,"6,800",Wifi Available,"AC Not
									Available",Food Not Available,0.5 Km from Blooming Dales High School,1.8 Km from Kapil Chit Fund Pvt Ltd,1.4 Km from Jntu Metro Station (Red Line),,
Coed,"11,100",,Beds Available,hyderabad,in Gopanpally,Single Room,"21,100",Twin Sharing With AC,"11,100",,,Wifi Available,AC Available,Food Not Available,1.6 Km from Vista School,1.8 Km from League,7.8 Km from Raidurg Metro Station,,
Coed,"9,000",,Beds Available,hyderabad,in Gachibowli,Single Room,"18,850",Twin Sharing,"9,000",,,Wifi Available,"AC Not
									Available",Food Available,0.5 Km from Delhi Public School - Miyapur,0.5 Km from L&T Infocity,1.7 Km from Raidurg Metro Station (Blue Line),,
Coed,"5,250",,Beds Available,hyderabad,in Manikonda Jagir,Single Room,"15,500",Twin Sharing,"7,100",Triple Sharing,"5,250",Wifi Available,"AC Not
									Available",Food Available,0.5 Km from Maple Bear Pre-School And Daycare,2.2 Km from Helia,6.2 Km from Raidurg Metro Station (Blue Line),5.0,2 Ratings
Coed,"7,500",,Beds Available,hyderabad,"in Kukatpally, NH 9",Twin Sharing,"10,948",Single Room,"21,420",Triple Sharing,"7,500",Wifi Available,"AC Not
									Available",Food Available,"0.0 Km from Aakash Institute, As Raju Nagar",0.6 Km from Kapil Chit Fund Pvt Ltd,0.5 Km from Kukatpally Metro Station (Red Line),,
Coed,"8,587",,Beds Available,hyderabad,in Phase 9 KPHB,Twin Sharing,"8,587",Single Room,"16,354",,,Wifi Available,"AC Not
									Available",Food Available,425.1 Km from Udaya Memorial High School,432.0 Km from Trouw Nutrition India Pvt. Ltd - Factory,468.8 Km from JJ Institution of Information Technology,5.0,1 Ratings
Coed,"10,557",,Beds Available,hyderabad,in Kondapur,Twin Sharing,"10,557",Single Room,"16,820",,,Wifi Available,"AC Not
									Available",Food Available,0.6 Km from Arbor International School,1.1 Km from Vijetha Super Market,3.5 Km from Miyapur Metro Station (Red Line),,
Coed,"8,600",Food Charge extra,Beds Available,hyderabad,in Gachibowli,Twin Sharing,"11,100",Single Room,"18,900",Triple Sharing,"8,600",Wifi Available,"AC Not
									Available",Food Available,0.6 Km from International Institute of Information Technology,1.2 Km from Dlf Cybercity,3.2 Km from Raidurg Metro Station,,
Coed,"9,000",,Beds Available,hyderabad,in Gachibowli,Twin Sharing With AC,"9,000",Single Room With AC,"18,800",,,Wifi Available,AC Available,Food Available,0.5 Km from Delhi Public School - Miyapur,0.5 Km from L&T Infocity,1.7 Km from Raidurg Metro Station (Blue Line),,
Coed,"7,200",Food Charge extra,Beds Available,hyderabad,in KPHB Phase 15,Twin Sharing With AC,"8,300",Triple Sharing With AC,"7,200",Single Room With AC,"16,500",Wifi Available,AC Available,Food Not Available,434.7 Km from ST JHONS,464.9 Km from Surya Lakshmi Cotton Mill,494.7 Km from JJ Institution of Information Technology,4.0,1 Ratings
Boys,"6,600",,Beds Available,hyderabad,in Hitech City,Twin Sharing With AC,"8,300",Single Room With AC,"17,400",Triple Sharing With AC,"6,600",Wifi Available,AC Available,Food Not Available,418.6 Km from Udaya Memorial High School,425.5 Km from Shri Kartikeya Pharma,462.7 Km from JJ Institution of Information Technology,5.0,1 Ratings
Coed,"8,200",,Beds Available,hyderabad,in Hitech City,Twin Sharing With AC,"9,300",Single Room With AC,"17,650",Triple Sharing With AC,"8,200",Wifi Available,AC Available,Food Not Available,1.5 Km from Euro Kids School,0.2 Km from Avance Business Hub,1.1 Km from Raidurg Metro Station,,
Coed,"13,600",Food Charge extra,Beds Available,hyderabad,in Madhapur,Twin Sharing With AC,"13,600",Single Room With AC,"26,700",,,Wifi Available,AC Available,Food Not Available,0.7 Km from Ravindra Bharthi School,1.4 Km from Avyas Tech Park Nisum Technology,1.5 Km from Hitech Metro Station,5.0,2 Ratings
Coed,"7,900",,Beds Available,hyderabad,in Madhapur,Single Room With AC,"16,500",Twin Sharing With AC,"9,050",Triple Sharing With AC,"7,900",Wifi Available,AC Available,Food Not Available,99.8 Km from Mahatma Ghi Institute of Technology,1084.8 Km from Bhavani Complex,1231.2 Km from Miyapur Metro Station,,
Girls,"8,000",Food Included,Beds Available,hyderabad,in Gachibowli,Single Room With AC,"25,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"9,000",Wifi Available,AC Available,Food Available,0.9 Km from Asha Kiran,1.7 Km from Dlf Cybercity,4.0 Km from Raidurg Metro Station,,
Girls,"9,000",Food Included,Beds Available,hyderabad,in Hitech City,Single Room With AC,"25,000",Twin Sharing With AC,"14,000",Triple Sharing With AC,"11,000",,,,0.9 Km from Sri Venkateshwara Group Of Colleges,0.0 Km from Aponline,0.6 Km from Raidurg Metro Station,,
Boys,"12,000",Food Included,Beds Available,hyderabad,in Gowlidoddy,Single Room With AC,"27,000",Twin Sharing With AC,"16,000",Triple Sharing With AC,"12,000",Wifi Available,AC Available,Food Available,0.5 Km from Keystone School,0.4 Km from Nvidia Graphics Private Limited,5.0 Km from Raidurg Metro Station (Blue Line),5.0,1 Ratings
Coed,"9,999",,Beds Available,hyderabad,in Kondapur,Single Room With AC,"17,999",Twin Sharing With AC,"9,999",,,Wifi Available,AC Available,Food Not Available,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,,
Coed,"12,000",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"27,000",Twin Sharing With AC,"16,000",Triple Sharing With AC,"12,000",Wifi Available,AC Available,Food Available,0.4 Km from Narayana Junior College,0.4 Km from Vijetha Super Market,1.1 Km from Madhapur Metro Station,,
Coed,"11,000",Food Included,Beds Available,hyderabad,in Hitech City,Single Room With AC,"24,000",Twin Sharing,"14,000",Triple Sharing With AC,"11,000",Wifi Available,AC Available,Food Available,0.9 Km from Sri Venkateshwara Group Of Colleges,0.0 Km from Aponline,0.6 Km from Raidurg Metro Station,,
Boys,"6,499",Food Included,Beds Available,hyderabad,in Kondapur,Twin Sharing,"9,000",Triple Sharing,"7,499",Four Sharing,"6,499",Wifi Available,"AC Not
									Available",Food Available,0.8 Km from World One School,1.6 Km from Kohinoor IT Park,2.7 Km from Miyapur Metro Station (Red Line),4.9,7 Ratings
Coed,"7,000",Food Included,Beds Available,hyderabad,in Kondapur,Single Room,"16,500",Twin Sharing,"10,500",Triple Sharing,"8,000",Wifi Available,"AC Not
									Available",Food Available,0.2 Km from Sarada High School,0.8 Km from Kohinoor IT Park,2.7 Km from Hitech Metro Station,5.0,5 Ratings
Coed,"12,500",,Beds Available,hyderabad,in Gachibowli,Single Room With AC,"22,500",Twin Sharing With AC,"12,500",,,Wifi Available,AC Available,Food Not Available,0.2 Km from Dr.K.S.Rao's IAS Academy,0.6 Km from Dlf Cybercity,2.3 Km from Raidurg Metro Station,5.0,2 Ratings
Girls,"6,000",Food Included,Beds Available,hyderabad,in Madhapur,Single Room With AC,"20,000",Twin Sharing With AC,"12,000",Triple Sharing With AC,"10,000",Wifi Available,AC Available,Food Available,0.0 Km from Oslers Academy,0.5 Km from Avyas Tech Park Nisum Technology,0.9 Km from Hitech City Metro Station (Blue Line),4.0,1 Ratings
Coed,"12,000",,Beds Available,hyderabad,in Kondapur,Single Room With AC,"25,000",Twin Sharing With AC,"12,000",,,Wifi Available,AC Available,Food Not Available,0.0 Km from Chirec International School,1.2 Km from Vijetha Super Market,3.3 Km from Hitech Metro Station,5.0,2 Ratings
Coed,"9,999",Food Included,Beds Available,hyderabad,in Hitech City,Single Room,"22,000",Twin Sharing,"12,000",Triple Sharing,"10,000",Wifi Available,AC Available,Food Available,0.9 Km from Sri Venkateshwara Group Of Colleges,0.0 Km from Aponline,0.6 Km from Raidurg Metro Station,,
